url,headline,datetime,fact_check_details,organization,caa
https://www.thequint.com/news/webqoof/muslims-rejoicing-over-end-of-quran-ban-in-china-fake-alert-fact-check,Muslims Rejoicing the Quran Ban Being Lifted in China? Fake Alert!,3/17/20,The video is as old as 2014 and purportedly shows Chinese Christians crying as they receive Bibles.,The Quint,No
https://www.thequint.com/news/webqoof/image-one-eye-bandaged-protest-shared-as-caa-protesters-fake-injuries-fact-check,Why CAA Protesters With Fake Bandages Don’t Mean Fake Injuries,1/10/20,"Yes, these bandages are fake – but that doesn’t mean the protesters are faking injuries, as claimed. Here’s why. ",The Quint,Yes
https://www.thequint.com/news/webqoof/video-of-chinese-president-xi-jinping-visiting-mosque-amid-coronavirus-scare-fact-check,Old Video of Chinese Prez at Mosque Revived Amid Coronavirus Scare,2/5/20,"In the video, Xi Jinping can be seen in a mosque, interacting with some men and shaking their hands. ",The Quint,No
https://www.thequint.com/news/webqoof/supriya-sule-is-not-daughter-in-law-of-bal-thackerays-sister-fact-check,"Are Supriya Sule & Bal Thackeray Related? No, Just a Viral Hoax",12/2/19,Sadanand Sule’s mother was Shashi Bhatt who passed away in 1964 when he was just two years old.,The Quint,No
https://www.thequint.com/news/webqoof/tamil-nadu-boy-punished-wearing-ayyappa-mala-not-reason-for-burns-fact-check,Fake! RSS Mag Says Christian School Punished Boy For Ayyappa Dress,12/12/19,"The boy was asked to clean chemistry lab in his school when an acid bottle fell on him, which caused injuries.",The Quint,No
https://www.thequint.com/news/webqoof/how-coronavirus-misinformation-is-keeping-fact-checkers-across-the-globe-on-their-toes,COVID-19 Misinformation Is Keeping Fact-Checkers on Their Toes,3/20/20,"IFCN, comprising of fact-checkers across the globe, has debunked over 1,000 claims made about the novel coronavirus.",The Quint,No
https://www.thequint.com/news/webqoof/dead-bodies-of-coronavirus-covid-19-victims-being-dumped-in-italy-fake-alert,"Bodies of COVID-19 Victims Being Dumped in Italy? No, a Film Scene",3/30/20,The visuals are actually from a TV series about a (fictional) deadly bird flu in Los Angeles that aired in 2007.,The Quint,No
https://www.thequint.com/news/webqoof/muslims-threw-meat-near-hindu-temple-uttar-pradesh-no-its-roosters-feathers-fact-check,"Muslims Threw Meat Near Hindu Temple? No, They’re Rooster Feathers",2/17/20,The Hathras Police found that the things lying on the ground are feathers of a rooster.,The Quint,No
https://www.thequint.com/news/webqoof/kiran-bedi-shares-a-video-on-twitter-claiming-that-sun-chants-om-fact-check,‘Still Worth Listening To’: Kiran Bedi On Sharing False NASA Video,1/4/20,"Kiran Bedi shared a video claiming NASA released the sound the Sun makes, and it was ‘Om’. That’s not really true.",The Quint,No
https://www.thequint.com/news/webqoof/yogi-adityanath-stopped-monthly-pension-given-to-bollywood-celebrities-for-positive-coverage-fact-check,Akhilesh Govt Paid Bollywood Celebs for Positive Comments? No,1/15/20,The viral message claims that Adityanath had stopped the monthly money that Bollywood celebrities were getting.,The Quint,No
https://www.thequint.com/news/webqoof/ramdev-infected-with-coronavirus-can-be-treated-using-cow-dung-cow-urine-fact-check,"Ramdev Infected With Coronavirus? No, Image Is Old & Unrelated",3/11/20,"The picture was taken in Dehradun in 2011, after the yoga guru broke his nine-day fast.",The Quint,No
https://www.thequint.com/news/webqoof/china-seeks-approval-to-kill-coronavirus-patients-no-its-a-hoax-website-fact-check,Hoax Website Claims China Planning to Kill Coronavirus Patients,3/11/20,Many other articles published by AB-TC (aka City News) have been debunked by various fact-checkers multiple times.,The Quint,No
https://www.thequint.com/news/webqoof/did-aap-mla-amanatullah-khan-say-we-will-become-sharia-in-speech-fact-check,"Did Amanatullah Khan Say ‘We Will Become Sharia’? No, Listen Again",2/10/20,The clip of Amanatullah Khan is being shared with people claiming that he said “Hum Sharia banenge” in the video.,The Quint,No
https://www.thequint.com/news/webqoof/old-madhya-pradesh-video-of-mob-attacking-man-viral-amid-delhi-violence-fact-check,MP Video of Mob Beating Farmers Viral As ‘RSS Atrocity’ in Delhi,2/27/20,One farmer died while five others were injured by a mob amid rumours that a gang of child-lifters was present.,The Quint,No
https://www.thequint.com/news/webqoof/video-of-vhp-leader-used-to-claim-naseeruddin-shah-brother-supports-caa-fact-check,VHP Leader’s Video Used to Claim Naseeruddin Shah’s Kin Is Pro-CAA,1/23/20,He is VHP Leader Acharya Dharmendra and not Naseeruddin Shah’s brother Rizwan Ahmed.,The Quint,Yes
https://www.thequint.com/news/webqoof/hyderabad-rape-case-viral-false-video-man-accused-in-murder-case-being-roughed-up,"Accused in Hyderabad Case Being Roughed Up? No, Video is From AP ",12/2/19,The man in the video was accused of sexually assaulting a minor girl in Andhra Pradesh’s Chittoor district.,The Quint,No
https://www.thequint.com/news/webqoof/dasna-devi-temple-mahant-gives-false-communal-spin-to-hyderabad-rape-and-muder-case,No Hindus Accused in Hyd Rape Case? UP ‘Priest’ Spreads Fake News,12/5/19,"Narsinghanand Saraswati, head priest of a temple in UP, has spread communal hatred at various occasions in the past.",The Quint,No
https://www.thequint.com/news/webqoof/did-jnusu-president-aishe-ghosh-fake-injury-no-its-a-mirror-image-fact-check,"Did JNUSU Prez Aishe Ghosh Fake Injury? No, It’s a Mirror Image",1/10/20,The image in which it can be seen in her right hand is actually a mirror image of the original one.,The Quint,Yes
https://www.thequint.com/news/webqoof/article-claims-barack-and-michelle-obama-are-divorcing-because-barack-is-gay-fact-check,"No, Barack & Michelle Obama Aren’t Divorcing; Article is a Parody",2/4/20,A news article about  Barack Obama and Michelle Obama announcing divorce is being shared on social media.,The Quint,No
https://www.thequint.com/news/webqoof/mp-girl-passed-off-as-one-whose-clothes-were-found-in-tahir-hussain-house,Case From MP Shared as Girl Found Dead in Tahir Hussain’s House,3/3/20,The image is of 18-year-old Jyoti Patidar who allegedly killed herself on  20 February in Madhya Pradesh.,The Quint,Yes
https://www.thequint.com/news/webqoof/video-of-woman-beaten-in-pakistan-falsely-claimed-to-be-a-hindu-fact-check,Video of Woman Beaten in Pak Shared as Atrocity Against Hindus,12/13/19,Her name is Amrat Shahzadi and the incident took place when a fight happened between lawyers and the woman.,The Quint,No
https://www.thequint.com/news/webqoof/russia-using-lions-to-make-people-stay-indoors-amid-coronavirus-no-its-fake-news,"Russia Using Lions to Make People Stay Indoors? No, it’s Fake News",3/23/20,"It has been created using a template ‘Break you own news,’ and is not a part of any bulletin run by a media outlet. ",The Quint,No
https://www.thequint.com/news/webqoof/places-most-affected-by-covid-19-situated-at-latitude-40-degrees-fake-news-fact-check,Places Most Affected by COVID-19 Situated At Latitude 40°? No,3/18/20,Coordinates of certain places mentioned in the viral message go as far as  47 and 48° N.,The Quint,No
https://www.thequint.com/news/webqoof/doctors-say-no-data-to-claim-tea-can-cure-coronavirus-that-is-a-fake-message,"Docs Say No Data to Claim Tea Can Cure COVID-19, It’s a Fake Msg",3/25/20,"Dr Suranjit Chatterjee, Apollo Hospitals, said that there is no evidence to support the claim.",The Quint,No
https://www.thequint.com/news/webqoof/old-video-of-guns-in-ghee-cans-passed-of-as-rss-distributing-them-in-delhi,Old Video of Guns in Cans Shared as RSS Distributing Arms in Delhi,2/28/20,The video dates back to September 2019 when Delhi Police Special Cell had arrested two people from Ghazipur area.,The Quint,Yes
https://www.thequint.com/news/webqoof/unverified-message-claims-israel-has-found-the-cure-for-covid-19-fake-news-fact-check,Unverified Message Claims Israel Has Found the Cure For COVID-19,3/31/20,Contrary to the claims there is no medical evidence to suggest that lemon & baking soda can help cure coronavirus.,The Quint,No
https://www.thequint.com/news/webqoof/no-ph-value-of-covid-19-experts-deny-its-link-with-alkaline-foods-fact-check,"No pH Value of COVID-19, Experts Deny Its Link With Alkaline Food",3/30/20,"Dr Shaheed Jameel, a leading virologist told The Quint that viruses do not have pH values.",The Quint,No
https://www.thequint.com/news/webqoof/video-of-pigs-being-burnt-alive-in-pit-by-china-government-over-coronavirus-fact-check,"China Govt Killing Pigs Over Fear of Coronavirus? No, Video is Old",3/11/20,The rather graphic video shows a large number of pigs  in a pit being burned alive.,The Quint,No
https://www.thequint.com/news/webqoof/mass-graves-in-italy-over-covid-19-deaths-no-its-a-movie-scene-fact-check,Film Scene Shared as Mass Graves in Italy Due to COVID-19 Deaths,3/24/20,The image is taken from a 2011 film ‘Contagion’ directed by Steven Soderbergh.,The Quint,No
https://www.thequint.com/news/webqoof/doctored-video-of-saddam-hussein-used-to-claim-usa-threatened-iraq-with-cornaivrus-in-1990,Did Saddam Say US Threatened Iraq With Coronavirus in 1990s? No!,3/20/20,The viral video is a doctored version of the original video shared by Associated Press in 2015. ,The Quint,No
https://www.thequint.com/news/webqoof/photos-from-aftermath-of-earthquake-croatia-shared-as-effect-of-coronavirus-in-italy-fact-check,"This is Not Corona-Hit Italy, the Photos are of Croatia Earthquake",3/27/20,Many have shared these photos on social media claiming that they show the havoc coronavirus has wreaked in Italy.,The Quint,No
https://www.thequint.com/news/webqoof/old-delhi-inderlok-video-passed-off-as-situation-right-now-in-the-area-fact-check,Old Video of Delhi’s Inderlok Passed off as Situation ‘Right Now’,2/26/20,DCP North Delhi told The Quint that situation was peaceful and that the incident took place two months ago.,The Quint,Yes
https://www.thequint.com/news/webqoof/morphed-image-used-to-claim-wilson-gifted-to-tom-hanks-coronavirus-fact-check-cast-away,COVID-19: Morphed Image Used to Claim ‘Wilson’ Gifted to Tom Hanks,3/13/20,Tom Hanks was seen holding the volleyball seen in the viral image at a New York Rangers game in 2015.,The Quint,No
https://www.thequint.com/news/webqoof/alleged-data-leak-by-tencent-revealing-over-24000-deaths-in-china-due-to-coronavirus-fact-check,"Doctored Screenshots Claim China’s Coronavirus Deaths Over 24,000",3/11/20,"There have been claims that a data leak by website Tencent shows that deaths due to coronavirus have crossed 24,000.",The Quint,No
https://www.thequint.com/news/webqoof/audio-clip-on-cure-for-covid-19-falsely-linked-to-medanta-naresh-trehan-fact-check,Audio on COVID-19 ‘Cure’ Falsely Linked to Medanta Hospital’s MD,3/31/20," Medanta Hospital said that the audio clip is being falsely attributed to Dr Naresh Trehan, Medanta’s MD.",The Quint,No
https://www.thequint.com/news/webqoof/bhopal-video-passed-off-as-cleaning-of-taj-mahal-underway-before-trump-visited-agra-fact-check,"Taj Mahal Being Cleaned Just Before Trump’s Visit? No, It’s Fake",2/24/20,The video is of a Taj-Mahal like structure in People’s Mall in Bhopal.,The Quint,No
https://www.thequint.com/news/webqoof/girl-made-dsp-for-a-day-used-to-claim-first-muslim-sp-of-maharashtra-fact-check,Girl Made DSP for a Day Used to Show Muslim SP Didn't Wear Uniform,3/17/20,The girl seen in the video was made the district superintendent of police for one day in Maharashtra’s Buldhana.,The Quint,No
https://www.thequint.com/news/webqoof/bjp-mla-anil-upadhyay-shot-at-gandhi-effigy-no-it-was-hindu-mahasabha-leader-fact-check,Fictitious MLA Anil Upadhyay Revived Over Gandhi Effigy Shooting,2/5/20,"The video is actually of a Hindu Mahasabha leader who, in January 2019, had recreated Gandhi’s assassination.",The Quint,No
https://www.thequint.com/news/webqoof/image-of-man-suffering-from-plague-is-being-shared-as-hands-burnt-for-burning-quran-fact-check,"God Punishes Man for Blasphemy? Well, Images are Unrelated",12/3/19,Image of man suffering from plague is being shared as hands burnt for burning Quran. ,The Quint,No
https://www.thequint.com/news/webqoof/video-claims-hindu-women-wearing-burqas-shouting-pro-pakistan-slogans-at-anti-caa-protests-lucknow-fact-check,"Hindu Women Masquerade as Muslims at CAA Protests? No, Fake Claim!",1/30/20,The message claims that two burqa-clad women were shouting pro-Pakistan slogans at the anti-CAA protest in Lucknow.,The Quint,Yes
https://www.thequint.com/news/webqoof/fake-claims-about-dog-meat-being-seized-at-bihar-railway-station-by-cops-go-viral-fact-check,Fake Claims Of Cops Seizing Dog Meat at Bihar Railway Stn Go Viral,12/2/19,An image of cops seizing dog meat at a railway station is doing the rounds on social media with misleading claims. ,The Quint,No
